chu_lemma|orv_lemma|pos|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched
доухъ|духъ|Nb|duxъ|||||||masc_o|2||||||||orv
въложити|въложити|V-|vъložiti|||||||40|1||||||||orv
оумъ|умъ|Nb|umъ|||||||masc_o|2||||||||orv
срьдьце|сьрдьце|Nb|sŕ̥dьke||sŕ̥dьko|sŕ̥dьce||||nt_o_PV3|2||||||||orv
мои|мои|Ps|mojь|||||||pron_soft|2||||||||orv
хранити|хоронити|V-|xorniti|||||||40|1||||||||orv
тѣло|тѣло|Nb|tělo|||||||nt_S|2||||||||orv
съставъ|съставъ|Nb|sъstavъ|||||||masc_o|2|||being, Wesen|||||orv
зълодѣи|зълодѣи|Nb|zъlodějь|||||||masc_jo|2|||evil-doer, malefactor|||||orv
сѣть|сѣть|Nb|sětь|||||||fem_i|2|||net; trap|||||orv
съблазнъ|съблазнъ|Nb|sъblaznъ|||||||masc_o|2|||temptation|||||orv
грѣховьнъ|грѣховьныи|A-|grěxovьnъ|||||||adj_hard|2||||||||orv
въсꙑлати|высылати|V-|vysylati|||||vysyla|vysylaj|54|1||||||||orv
вълѣсти||V-|vъlěsti|||||vъlěz|vъlěz|11|1|||enter, go into, walk into, board (vehicle/boat)|||||
пасти#1|пасти#1|V-|pasti|||||pad|pad|11|1||||||||orv
ниць|ниць|A-|nikь||nikъ|nicь||||masc_o_PV3|2|||face downwards, onto one's face|Derksen 2008 p.353 reconstructs PIE *ni-h3kwo-||||orv
иѥреи|иереи|Nb|ijerejь|||||||masc_jo_foreign|2|2|W||||ῐ̔ερεύς ||orv
вьсемогаи||A-|vьxemogy|||vьśemogy||||1.1_PRAP|2||||||||
исповѣдьнъ||A-|jьspovědьnъ|||||||adj_hard|2|||(with бъіти +DAT) to profess/confess one's faith in, recognise as worship-worthy|||||
лихъ|лихыи|A-|lixъ|||||||adj_hard|2|||in excess, more than (+gen.); bad, evil|||||orv
сътворѥниѥ|сътворение|Nb|sъtvoŕenьje|sъtvorjenьje||||||nt_jo|2||||||||orv
колижьдо|колижьдо|Df|koližьdo||||||||0|||soever|||||orv
изглаголати|изглаголати|V-|jьzgolgolati|||||||52|1||||||||orv
лихо||Df|lixo||||||||0|||too much, excessively, an extremely large amount|||||
мꙑслити|мыслити|V-|mysliti|||||||40|1||||||||orv
глаголъ|глаголъ|Nb|golgolъ|||||||masc_o|2|||word|||||orv
ли|ли|C-|li||||||||0||||||||orv
дѣло|дѣло|Nb|dělo|||||||nt_o_S|2||||||||orv
помꙑшлѥниѥ|помышление|Nb|pomyšĺenьje|pomysljenьje||||||nt_jo|2|||thoughts/intentions|||||orv
помьнѣти||V-|pomьněti|||||pomьně|pomьń|31|1|||remember, recall|||||
любо|любо|C-|ĺubo|ljubo|||||||0||||||||orv
съгрѣшити|съгрѣшити|V-|sъgrěšiti|||||||40|1||||||||orv
съвѣдѣти|съвѣдѣти|V-|sъvěděti|||||||wote|1||||||||orv
нѫжда|нужда|Nb|nǫђǢ|nǫdjǢ|||nuђǢ|||fem_ja|2||||Derksen 2008 p.359 gives *nuђǢ as a variant, which is supported by  Sln. núja and Bulg. нужда (if these are not Serbisms or Rus. Ch. Slavonicisms)||||orv
ненѫжда||Nb|nenǫђǢ|nenǫdjǢ|||nenuђǢ|||fem_ja|2||||Derksen 2008 p.359 gives *nuђǢ as a variant, which is supported by  Sln. núja and Bulg. núžda (if these are not Serbisms or Rus. Ch. Slavonicisms)||||
съпати|съпати|V-|sъpati|||||sъpa|sъpĺ|sleep|1||||||||orv
видѣти|видѣти|V-|viděti|||||||viděti|1||||||||orv
клѧтва|клятва|Nb|klętva|||||||fem_a|2|||oath; curse|||||orv
лъжа|лъжа|Nb|lъžǢ|||||||fem_ja|2||||Russian ложь < *lъžь is either a reformation on the model of the fem. i-stems, or the reflex of a separate CS word *lъžь (but OCS лъжь is an adjective meaning 'лживый')||||orv
неправьдьнъ|неправьдьныи|A-|nepravьdьnъ|||||||adj_hard|2||||||||orv
поустошь|пустошь|Nb|pustošь|||||||fem_i|2|||empty words, meaningless bollocks|||||orv
блѧдь|блядь|Nb|blędь|||||||fem_i|2|||nonsense talk, jabber, gossip, a load of bollocks|||||orv
ꙗкоже|якоже|Df|akože||||||||0||||||||orv
из|из|R-|jьz|||||||voice_assim_prep|0|||||||1|orv
ꙗдѣниѥ|ядение|Nb|jǢdenьje|||||||nt_jo|2||||||||orv
питиѥ|питие|Nb|pitьje|||||||nt_jo|2||||||||orv
съпаниѥ|съпание|Nb|sъpanьje|||||||nt_jo|2||||||||orv
рачити|рачити|V-|račiti|||||rači|rač|40|1|||desire, wish for, want|Derksen 2008 p.431-2 gives Ru. dial. рачить, Pol. raczyć as cognates, and cites the Lexikon Indogermanischer Verben's theory of this being a lengthened o-grade of the *rek- root in решти etc.||||orv
подати|подати|V-|podati|||||||dati|1||||||||orv
посрамити|посрамити|V-|posormiti|||||posormi|posormĺ|40|1|||shame, disgrace, dishonour, defile|||||orv
прѣдъ|передъ|R-|perdъ||||||||0|||||||1|orv
свѣтъ#2|свѣтъ|Nb|světъ|||||||masc_o|2||||||||orv
покаꙗти|покаяти|V-|pokajǢti|||||||53|1||||||||orv
достоинъ|достоиныи|A-|dostojьnъ|||||||adj_hard|2||||||||orv
покаꙗниѥ|покаяние|Nb|pokajǢnьje|||||||nt_jo|2||||||||orv
ꙗкоже|якоже|G-|akože||||||||0||||||||orv
вьсевеликъ||A-|vьxevelikъ|||vьśevelikъ||||adj_hard|2||||||||
троица|троица|Nb|trojika|||trojica||||fem_a_PV3|2|||Trinity||1|||orv
помощьникъ|помощьникъ|Nb|pomoћьnikъ|pomogtьnikъ||||||masc_o|2||||||||orv
сила|сила|Nb|sila|||||||fem_a|2||||||||orv
мѫдрость|мудрость|Nb|mǫdrostь|||||||fem_i|2||||||||orv
замꙑслъ||Nb|zamyslъ|||||||masc_o|2|||intention, plan|||||
волꙗ|воля|Nb|voĺǢ|voljǢ||||||fem_ja|2||||||||orv
вѣра|вѣра|Nb|věra|||||||fem_a|2||||||||orv
слоужьба|служьба|Nb|služьba|||||||fem_a|2||||||||orv
грѣшьникъ|грѣшьникъ|Nb|grěšьnikъ|||||||masc_o|2||||||||orv
съпасти#1|съпасти#1|V-|sъpasti|||||sъpas|sъpas|11|1||||||||orv
любъ|любыи|A-|ĺubъ|ljubъ||||||adj_hard|2||||||||orv
рабъ|рабъ|Nb|orbъ|||||||masc_o|2||||||||orv
еи|еи|I-|????||||||||0|||yea|||||orv
помощи|помочи|V-|pomoћi|pomogti||||pomog|pomog|11|1||||||||orv
какъ||Pi|kakъ|||||||pron_hard|2||||||||
бѣда|бѣда|Nb|běda|||||||fem_a|2||||||||orv
прѣдаꙗти|передаяти|V-|perdajǢti|||||perdajǢ|perdaj|53|1||||||||orv
мꙑсль|мысль|Nb|myslь|||||||fem_i|2||||||||orv
любꙑ|любы|Nb|ĺuby|ljuby||||||fem_uu|2||||||||orv
отъложити|отъложити|V-|otъložiti|||||otъloži|otъlož|40|1||||||||orv
слово|слово|Nb|slovo|||||||nt_S|2||||||||orv
оконьчати|оконьчати|V-|okonьčǢti|||||okonьčǢ|okonьčǢj|54|1||||||||orv
зълъ|зълыи|A-|zъlъ|||||||adj_hard|2||||||||orv
дьнь|дьнь|Nb|dьnь|||||||den|2||||||||orv
климентъ|климентъ|Ne|klimentъ|||||||masc_o|2|3|W||||ultimately from the adjective clēmēns||orv
огрѧсти||V-|ogręsti|||||ogręd|ogręd|11|1||||||||
блаженъ|блаженыи|A-|bolženъ|||||||adj_hard|2||||||||orv
мѫченикъ|мученикъ|Nb|mǫčenikъ|||||||masc_o|2||||||||orv
папежь|папежь|Nb|papežь|||||||masc_jo|2|13|||||||orv
веселити|веселити|V-|veseliti|||||||40|1||||||||orv
чьстити|чьстити|V-|čьstiti|||||||40|1||||||||orv
мѫчениѥ|мучение|Nb|mǫčenьje|||||||nt_jo|2||||||||orv
наслѣдовати|наслѣдовати|V-|naslědovati|||||||61|1||||||||orv
оплатъ||Nb|oplatъ|||||||masc_o|2|13||Eucharist (the bread and wine which has become the blood and body of Christ, Ru. Святые Дары)|||A southern Medienverschiebung-evincing form of OHG *oplat < Lat. oblātum||
рованиѩ||Nb|rovanьjǢ|||||||fem_ja|2||||this word is mysterious so I am marking as fem_ja just because TOROT has annotated it as fem. Apl.||||
принести|принести|V-|prinesti|||||prines|prines|11|1||||||||orv
свѧтити|святити|V-|svętiti|||||||40|1||||||||orv
ходатаити||V-|xodatajiti|||||||40|1||||||||
скврьность||Nb|skvŕ̥nostь|||||||fem_i|2|||defilement, dirtying, desecration|||||
очистити|очистити|V-|očistiti|||||||40|1||||||||orv
прѣфациꙗ||Nb|prěfacijǢ|||||||fem_ja|2|3|W||||Latin praefātiō||
законьникъ||Nb|zakonьnikъ|||||||masc_o|2|||law-ward, clergyman, priest|||||
оутѧгнѫти|утягнути|V-|utęgnǫti|||||||21|1|||to have the honour of doing sth., to get [achieve, become able, manage] to do sth.|||||orv
инокость||Nb|jьnokostь|||||||fem_i|2|||travels in a foreign land|||||
подроугъ|подругъ|Nb|podrugъ|||||||masc_o|2||||||||orv
исповѣдь||Nb|jьspovědь|||||||fem_i|2|||confession|||||
намѣстьникъ|намѣстьникъ|Nb|naměstьnikъ|||||||masc_o|2|||heir to, successor|||||orv
наслѣдьникъ|наслѣдьникъ|Nb|naslědьnikъ|||||||masc_o|2|||follower|||||orv
въсѫдъ||Nb|vъsǫdъ|||||||masc_o|2|1||communion|See Schaeken 1987:132-4||||
прѣдрагъ||A-|perdorgъ|||||||adj_hard|2||||||||
кръвь|кръвь|Nb|kry|||||||fem_uu|2||||||||orv
напльнити|напълнити|V-|napĺ̥niti|||||||40|1||||||||orv
вълитиѥ||Nb|vъlitьje|||||||nt_jo|2|||libation|||||
просити|просити|V-|prositi|||||||40|1||||||||orv
ѥже|еже|G-|ježe||||||||0|||this is a weird dummy pronoun used to nominalise an infinitive, i.e. das Essen ohne die Hände zu waschen|||||orv
обѣщаниѥ|обѣщание|Nb|obvěћǢnьje|obvětjǢnьje||||||nt_jo|2||||||||orv
рѣснотивьнъ||A-|rěsnotivьnъ|||||||adj_hard|2|||true, authentic|||||
издрѣшениѥ||Nb|jьzrěšenьje|||||||nt_jo|2|||redemption, atonement|||||
обѧти||V-|obęti|||||obьm|obьm|12|1||||||||
фелицита||Ne|felicita|||||||fem_a|2|3|W||||fēlīcitās||
ради|ради|R-|radi||||||||0||||||||orv
мѫчѣница|мученица|Nb|mǫčenika|||mǫčenica||||fem_a_PV3|2||||||||orv
въкоупьнь||A-|vъkupьnъ|||||||adj_hard|2|13|||(this applies just to the -kup- root) See ESSJa 13 p.110-2; Germanic *kaupōn (ESSJa erroneously gives *kaupjan, but OE ċēapian, OHG koufōn unambiguously point to a weak class 2 verb in PGmc. *ōn-) was borrowed from Latin very earlier (before Anglo-Frisian velar palatalisation, cf Eng. cheap, Chippenham etc.). ||Gmc. *kaupōn- from Latin caupō||
защитити|защитити|V-|zaščititi|||||||40|1||||||||orv
людиѥ||Nb|ĺudь|ljudь||||||masc_i|2||||||||
радостьнъ|радостьныи|A-|radostьnъ|||||||adj_hard|2||||||||orv
съмѣрьно||Df|sъměrьno||||||||0|||meekly, humbly|||||
самъ|самъ|Pd|samъ|||||||pron_hard|2||||||||orv
въселити|въселити|V-|vъsedliti|||||||40|1||||||||orv
правьда|правьда|Nb|pravьda|||||||fem_a|2||||||||orv
поставити|поставити|V-|postaviti|||||||40|1||||||||orv
мьша||Nb|mьšǢ|||||||fem_ja|2|13|||||OHG missa [miša] < Latin missa||
обити#1|обити|V-|objьti|||||||jьti|1||||go around, walk around||||orv
тварь|тварь|Nb|tvarь|||||||fem_i|2|||creation|||||orv
вельми|вельми|Df|velьmi||||||||0||||||||orv
гнѣвъ|гнѣвъ|Nb|gněvъ|||||||masc_o|2|||wrath|||||orv
въплътити|въплътити|V-|vъplъtiti|||||||40|1||||||||orv
чловѣчьскъ|человѣчьскыи|A-|čьlověčьskъ||||čelověčьskъ|||adj_hard|2||||||||orv
въсхотѣти|въсхотѣти|V-|vъsxotěti||||vъsxъtěti|||will|1||||||||orv
оутврьдити|утвьрдити|V-|utvŕ̥diti|||||||40|1||||||||orv
просвѣтити|просвѣтити|V-|prosvětiti|||||||40|1||||||||orv
близъ|близъ|R-|blizъ||||||||0||||||||orv
оуслꙑшати|услышати|V-|uslyšǢti|||||||31|1||||||||orv
оупъваниѥ|упъвание|Nb|upъvanьje|||||||nt_jo|2|||hope, faith-based trust|||||orv
вънѧти|въняти|V-|vъnęti|||||vъnę|vъnьm|12|1|||catch [fire]|||||orv
небесьскъ||A-|nebesьskъ|||||||adj_hard|2||||||||
вꙑшьнь|вышьнии|A-|vyšьńь|vyšьnjь||||||adj_soft|2||||||||orv
жѧдати||V-|žędati|||||||52|1||||||||
милостивьно||Df|milostivьno||||||||0||||||||
приимати|приимати|V-|prijьmati|||||||52_abl|1||||||||orv
очищениѥ|очищение|Nb|očišћenьje|očistjenьje||||||nt_jo|2||||||||orv
да||Df|da||||||||0||||||||
въздрасти||V-|vъzorsti|||||vъzorst|vъzorst|11|1||||||||
вънѫтрьнь||A-|vъnǫtrьńь|vъnǫtrьnjь||||||adj_soft|2||||||||
соушити|сушити|V-|sušiti|||||||40|1||||||||orv
приносъ|приносъ|Nb|prinosъ|||||||masc_o|2|||offering|||||orv
благословестити||V-|bolgoslovestiti|||||||40|1||||||||
дрьжати|дьржати|V-|dŕ̥žǢti|||||||31|1||||||||orv
призъвати|призъвати|V-|prizъvati|||||||51_abl|1||||||||orv
исправити|исправити|V-|jьspraviti|||||||40|1||||||||orv
обѣтъ|обѣтъ|Nb|obvětъ|||||||masc_o|2||||||||orv
обѣщати|обѣщати|V-|obvěћǢti|obvětjǢti||||||54|1||||||||orv
възмощи|възмощи|V-|vъzmoћi|vъzmogti||||vъzmog|vъzmog|11|1||||||||orv
заповѣдь|заповѣдь|Nb|zapovědь|||||||fem_i|2||||||||orv
величьство|величьство|Nb|veličьstvo|||||||nt_o|2||||||||orv
възѧти|възяти|V-|vъzęti|||||vъzьm|vъzьm|12|1||||||||orv
привести|привести|V-|privesti|||||prived|prived|11|1||||||||orv
скръбьнъ|скърбьныи|A-|skr̥bьnъ|||||||adj_hard|2||||||||orv
зъль||Nb|zъlь|||||||fem_i|2|||evil, wickedness|||||
избавлѥниѥ|избавление|Nb|jьzbavĺenьje|jьzbavjenьje||||||nt_jo|2||||||||orv
съдравиѥ|съдравие|Nb|sъdorvьje|||||||nt_jo|2||||||||orv
небꙑтиѥ|небытие|Nb|nebytьje|||||||nt_jo|2||||||||orv
бꙑтиѥ|бытие|Nb|bytьje|||||||nt_jo|2||||||||orv
отъпасти|отъпасти|V-|otъpasti|||||otъpad|otъpad|11|1||||||||orv
въскрѣсити|въскрѣсити|V-|vъskrěsiti|||||||40|1|||raise (the dead), bring back to life, resurrect|see ESSJa 12 p.126-7||||orv
пакꙑ|пакы|Df|paky||||||||0|||again, once more; also, as well as; then, after|||||orv
достоꙗти|достояти|V-|dostojǢti|||||||31|1||||||||orv
съгрѣшати|съгрѣшати|V-|sъgrěšǢti|||||||54|1||||||||orv
земьскъ||A-|zemĺьskъ|zemjьskъ||||||adj_hard|2||||||||
пища|пища|Nb|piћǢ|pitjǢ||||||fem_ja|2||||||||orv
насꙑтити|насытити|V-|nasytiti|||||||40|1|||to sate, satisfy, fill up|||||orv
цѣсарьство|цѣсарьство|Nb|kěsaŕьstvo|kěsarjьstvo||cěsaŕьstvo||||nt_o|2|13|||||Goth. kaisar < Latin caesar||orv
отъдати|отъдати|V-|otъdati|||||||dati|1||||||||orv
щоуждь|чужии|A-|ћuђь|tjudjь||||||adj_soft|2|1|||possibly an ECS loan from Gmc. *theud- (>Deutsch, Eng. thede), which in Slavic would've been borrowed as *teud- > *tjud-||||orv
обратити|оборотити|V-|obvortiti|||||||40|1||||||||orv
плѣнъ|полонъ|Nb|pelnъ|||||||masc_o|2||||||||orv
народъ|народъ|Nb|narodъ|||||||masc_o|2|||crowd of people|||||orv
поганьскъ|поганьскыи|A-|poganьskъ|||||||adj_hard|2|3|||||||orv
цѣсарити||V-|kěsariti|||cěsariti||||40|1|13|||||||
циркънъ||A-|kirъkъnъ|||||||adj_hard|2|12|||||From some kind of Gmc. language (if a type of Old High German, before the Second Sound Shift) *kirkô, *kirikô, from Gk. κυρικόν < κυριακόν (see the entry for церковь in Vasmer's dictionary). This form is distinct from usual OCS црькы and probably reflects a separate later borrowing from OHG *kirkô or *kirikô at a time when their *ir was heard as Slavic /ir/ rather than assimilated to syllabic /ŕ̥/ as it clearly was in the more common црькы.||
тврьдь|твьрдь|Nb|tvŕ̥dь|||||||fem_i|2||||||||orv
оуподобити|уподобити|V-|upodobiti|||||||40|1|||to liken to|||||orv
бальство||Nb|balьstvo|||||||nt_o|2||||||||
ꙗкъже||Pr|akъže|||||||pron_hard_že|2||||||||
възлюбити|възлюбити|V-|vъžĺubiti|vъzljubiti||||||40|1||||||||orv
такъжде||Pd|takъђe|takъdje||||||pron_hard_ђe|2||||||||
творити|творити|V-|tvoriti|||||||40|1||||||||orv
раздрѣшениѥ||Nb|orzrěšenьje|||||||nt_jo|2||||||||
помощь|помочь|Nb|pomoћь|pomogtь||||||fem_i|2||||||||orv
пѧть|пять|Ma|pętь|||||||fem_i|2||||||||orv
въздвигнѫти|въздвигнути|V-|vъzdvignǫti|||||||21|1||||||||orv
похоть|похоть|Nb|poxotь|||||||fem_i|2||||||||orv
кꙑиже||Pr|kъjьže|||||||kъjьže|2||||||||
възлюблѥниѥ||Nb|vъžĺubĺenьje|vъzljubjenьje||||||nt_jo|2||||||||
зълоба|зълоба|Nb|zъloba|||||||fem_a|2||||||||orv
върѣснити||V-|vъrěsniti|||||||40|1|||take root|||||
тьмьнъ|тьмьныи|A-|tьmьnъ|||||||adj_hard|2||||||||orv
отъвести|отъвести|V-|otъvesti|||||otъved|otъved|11|1||||||||orv
закленѫти||V-|zaklepnǫti|||||||21|1|||lock up|||||
достоино|достоино|Df|dostojьno||||||||0||||||||orv
въсѫдьнъ||A-|vъsǫdьnъ|||||||adj_hard|2|||communion [adj.]|See Schaeken 1987:132-4||||
отѧти||V-|otęti|||||otьm|otьm|12|1||||For most verbs prefixed with отъ I have taken the (probably secondary) forms with отъ- as regular, which in this case would give us ⱁⱅⱏⱗⱅⰻ, but dict. p.437 lists this form and gives the secondarily reformed forms as existing but uncommon deviants, so I will take it as regular||||
лѫкавьство|лукавьство|Nb|lǫkavьstvo|||||||nt_o|2|||trickery, craftiness, treacherousness, perfidity|||||orv
прѣставлѥниѥ|прѣставление|Nb|perstavĺenьje|perstavjenьje||||||nt_jo|2|||death, passing away|||||orv
съвѣстовати||V-|sъvěstovati|||||||61|1|||bear witness|||||
ничьтоже|ничьтоже|Px|ničьtože|||||||čьtože|2||||||||orv
противити|противити|V-|protiviti|||||||40|1||||||||orv
такоже|такоже|Df|takože||||||||0||||||||orv
приспѣти|приспѣти|V-|prispěti|||||||32|1||||||||orv
помолити|помолити|V-|pomodliti|||||||40|1||||||||orv
приснодѣва||Nb|prisnoděva|||||||fem_a|2|||permavirgin|||||
мариꙗ|мария|Ne|marijǢ|||||||fem_ja|2|25|W||||Μαριὰμ||orv
прѣподобьнъ|прѣподобьныи|A-|perpodobьnъ|||||||adj_hard|2||||||||orv
чистъ|чистыи|A-|čistъ|||||||adj_hard|2||||||||orv
дѣва|дѣва|Nb|děva|||||||fem_a|2||||||||orv
възвеселити|възвеселити|V-|vъzveseliti|||||||40|1||||||||orv
отъплатити|отъплатити|V-|otъplatiti|||||||40|1||||||||orv
оставити|оставити|V-|ostaviti|||||||40|1||||||||orv
олътарь||Nb|olъtaŕь|olъtarjь||||||masc_ar|2|3||altar|||||
ити|ити|V-|jьti|||||||jьti|1||||||||orv
съмирити|съмирити|V-|sъmiriti|||||||40|1||||||||orv
