chu_lemma|orv_lemma|pos|count|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|bitflag
ничьтоже||Px|214|ničьtože|||||||čьtože|2||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
аминъ||I-|213|aminь||||aminъ||||0|25|||||ἀμὴν||0|chrabr|||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|489
врѣмѧ||Nb|211|vermę|||||||nt_N|2||||cf. Ukr. dial. ве́рем'я 'nice weather'||||0|chrabr||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|509
истина||Nb|210|jьstina|||||||fem_a|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
вода||Nb|209|voda|||||||fem_a|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|378
ни||Df|207|ni||||||||0||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
съпасти#1||V-|204|sъpasti|||||sъpas|sъpas|11|1||||||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|510
нога||Nb|202|noga|||||||fem_a|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
ангелъ||Nb|201|anǵelъ|||||||masc_o|2|2|W||||ἄγγελος||0|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|511
огнь||Nb|201|ogńь||||ognь|||masc_jo|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
то||Df|200|to||||||||0||||||||0|chrabr|||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|489
бѣсъ||Nb|200|běsъ|||||||masc_o|2||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
законъ||Nb|196|zakonъ|||||||masc_o|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
милость||Nb|195|milostь|||||||fem_i|2||||||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|510
или||C-|193|ili||||||||0||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|377
родъ||Nb|191|rodъ|||||||masc_o|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
искати||V-|191|jьskati|||||jьska|jьšč|iskati|1||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
хлѣбъ||Nb|191|xlěbъ|||||||masc_o|2|1|||||Gmc *hlaibaz, (e.g. Goth. hlaifs)||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|440
петръ||Ne|189|petrъ|||||||masc_o_u|2|2|||||Πέτρος||0||euch|kiev-mis|marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|494
оуслꙑшати||V-|188|uslyšǢti|||||||31|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|380
грѣхъ||Nb|187|grěxъ|||||||masc_o|2||||||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|382
положити||V-|187|položiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
оуста||Nb|186|usto|||||||nt_o|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
врагъ||Nb|185|vorgъ|||||||masc_o|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
оумрѣти||V-|185|umerti|||||umer|umьr|13|1||||In order to explain ⱆⰿⱃⱑ, ⱆⰿⱃⱑⱅⱏ (which we can't consider to have been original root-aorists < *mere, levelled on the newly metathesised infinitive stem < *merti, because root-aorists never appear on sonorant-stemmed verbs (Diels p.238), and because such a late analogical levelling would surely have left traces e.g. *ⱆⰿⰵⱃⰵ in the oldest documents) we have to do as Olander (2014: 318, 330 and throughout) implicitly does and accept the CS form *umer as regular, and state the traditional TOROT rule as affecting syllable-final, rather than pre-consonantal, liquids. ||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
миръ#2||Nb|183|mirъ|||||||masc_o|2||||||||0|chrabr|euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|507
мати||Nb|181|mati|||||||fem_R|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
благъ||A-|180|bolgъ|||||||adj_hard|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
мрьтвъ||A-|177|mŕ̥tvъ|||||||adj_hard|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
лѣто||Nb|176|lěto|||||||nt_o|2||||||||0|chrabr||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|509
жити||V-|173|žiti|||||ži|živ|11|1||||Diels 1963 p.250 takes aorists formed on the stem *ži to be more recent innovations, seeing the original 3rd sg. aorist as живе||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|510
триѥ||Ma|169|trь|||||||tri|2||||||||0|chrabr||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|509
братръ||Nb|169|bratrъ|||||||masc_o|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
кꙑи||Pi|167|kъjь|||||||kъjь|2|||which, what kind of|See Diels 1963 p.211||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
къто||Px|166|kъto|||||||kъto|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
коньць||Nb|166|konьkь||konьkъ|konьcь||||masc_o_PV3|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
ѕѣло||Df|164|gělo|||ʒělo|||||0||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
стоꙗти||V-|164|stojǢti|||||||31|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
ѡ||I-|163|o||||||||0||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
послоушати||V-|161|poslušǢti|||||poslušǢ|poslušǢj|54|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
акꙑ||Df|161|aky|||||||adj_hard|2||||||||0||||||supr_y_fixed|||zogr_complete|288
ꙗкоже||G-|160|akože||||||||0||||||||0||euch||marianus||supr_y_fixed|||zogr_complete|298
авити||V-|159|aviti|||||||40|1||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
ходити||V-|157|xoditi|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
гора||Nb|156|gora|||||||fem_a|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
нарицати||V-|155|narikati|||naricati||||54|1||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
кънѧѕь||Nb|155|kъnęgь||kъnęgъ|kъnęʒь||||masc_o_PV3|2|1||prince|||Gmc. *kuningaz, probably Gothic||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
привести||V-|155|privesti|||||prived|prived|11|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|380
пристѫпити||V-|155|pristǫpiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
оуже||Df|152|juže||||||||0||||||||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|488
оучитель||Nb|151|učiteĺь|učiteljь||||||masc_tel|2||||||||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|488
чоудо||Nb|151|čudo|||||||nt_S|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
ли||Df|150|li||||||||0||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
прѣжде||Df|149|perђe|perdje|||||||0||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
просити||V-|148|prositi|||||||40|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
фарисеи||Nb|148|farisejь||||farisějь|||masc_jo_foreign|2|25|W||||Φαρισαῖος||0||||marianus||supr_y_fixed|||zogr_complete|296
небесьскъ||A-|147|nebesьskъ|||||||adj_hard|2||||||||0|||kiev-mis|marianus||supr_y_fixed|||zogr_complete|300
гробъ||Nb|147|grobъ|||||||masc_o|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
съпасениѥ||Nb|145|sъpasenьje|||||||nt_jo|2||||||||0|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|511
оузьрѣти||V-|145|uzьrěti|||||||31|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
събьрати||V-|144|sъbьrati|||||sъbьra|sъber|51_abl|1||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
правьда||Nb|144|pravьda|||||||fem_a|2||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|444
морѥ||Nb|144|moŕe|morje||||||nt_jo|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
отъврѣщи||V-|144|otъverћi|||||otъvŕ̥g|otъverg|14|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
образъ||Nb|143|obrazъ|||||||masc_o|2||||||||0|chrabr||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|509
отити||V-|142|otjьti|||||||jьti|1||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|378
велии||A-|142|velьjь|||||||adj_ij|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
оучити||V-|141|učiti|||||||40|1||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
бꙑвати||V-|141|byvati|||||||54|1||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|377
възвратити||V-|140|vъzvortiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
погоубити||V-|140|pogubiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
заповѣдь||Nb|139|zapovědь|||||||fem_i|2||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
риза||Nb|139|riza|||||||fem_a|2|||outer clothes|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
любити||V-|139|ĺubiti|ljubiti||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
боꙗти||V-|139|bojǢti|||||||31|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
плодъ||Nb|138|plodъ|||||||masc_o|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
избавити||V-|137|jьzbaviti|||||||40|1||||||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|382
приимати||V-|137|prijьmati|||||||52_abl|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
иѥроусалимъ||Ne|136|ijerusalimъ|||||||masc_o|2|25|W||||Ἱερουσᾱλήμ||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
отъпоустити||V-|136|otъpustiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
ѥдинъ||Px|136|jedinъ||||jedьnъ|||pron_hard|2||||||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
нощь||Nb|136|noћь|noktь||||||fem_i|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
да||C-|135|da||||||||0||||||||0|chrabr||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|509
сьде||Df|134|sьde||||||||0|||here, осында, бұл жерде|||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
малъ||A-|133|malъ|||||||adj_hard|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
христ(ос)овъ||A-|133|xristosovъ|||||||adj_hard|2|2|||||Χριστὸς||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|488
сѣдѣти||V-|132|sěděti|||||||31|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
дроугъ||Pc|132|drugъ|||||||adj_hard|2||||||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
животъ||Nb|131|životъ|||||||masc_o|2||||||||0|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|511
прьвъ||Mo|131|pŕ̥vъ|||||||adj_hard_ord|2||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
мьнѣти||V-|131|mьněti|||||||31|1||||||||0|chrabr|||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|489
дрьжати||V-|131|dŕ̥žǢti|||||||31|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
глава||Nb|131|golva|||||||fem_a|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|440
стати||V-|131|stati|||||||stati|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
правьдьнъ||A-|130|pravьdьnъ|||||||adj_hard|2||||||||0|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|511
възлюбити||V-|130|vъžĺubiti|vъzljubiti||||||40|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
оба||Ma|130|oba|||||||pron_hard|2||||||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
братриꙗ||Nb|129|bratrьjǢ|||||||fem_ja|2|||brethren, crew, bros|||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|377
кръвь||Nb|129|kry|||||||fem_uu|2||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|508
архиереи||Nb|129|arъx́ijerejь|||||||masc_jo_foreign|2|2|W||||ἀρχιερεῖ||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
плъть||Nb|129|plъtь|||||||fem_i|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
пѧть||Ma|128|pętь|||||||fem_i|2||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|380
принести||V-|127|prinesti|||||prines|prines|11|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|380
обратити||V-|127|obvortiti|||||||40|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|380
аще||Df|127|aћe|atje|||||||0||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
кънигꙑ||Nb|126|kъńiga|kъnjiga||||||fem_a|2|7||scriptures|||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
ѥще||Df|126|ješče||||||||0||||||||0|chrabr|euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|379
пьсати||V-|124|pьsati|||||||52_abl|1||||||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|377
показати||V-|124|pokazati|||||||52|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
оубити||V-|124|ubiti|||||ubi|ubьj|17|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
знамениѥ||Nb|124|znamenьje|||||||nt_jo|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
камꙑ||Nb|123|kamy|||||||masc_N|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
страна||Nb|123|storna|||||||fem_a|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
притъча||Nb|123|pritъčǢ|||||||fem_ja|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
призъвати||V-|122|prizъvati|||||||51_abl|1||||||||0|||kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|380
владꙑка||Nb|120|voldyka|||||||masc_a|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
давꙑдовъ||A-|119|davydovъ|||||||adj_hard|2|25|W||||Δαυὶδ||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
при||R-|118|pri||||||||0|||||||1|0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|441
вѣчьнъ||A-|118|věčьnъ|||||||adj_hard|2||||||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|510
идеже||Dq|118|jьdeže||||||||0|||where (където)|Cz. jdeže (Derksen p.209) ||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
живъ||A-|118|živъ|||||||adj_hard|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
овъ||Pd|117|ovъ|||||||pron_hard|2||||||||0|chrabr|||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|489
нарещи||V-|117|nareћi|narekti||||narьk|narek|11|1||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|506
исповѣдѣти||V-|117|jьspověděti|||||||wote|1|||tell, inform, confess|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
оувѣдѣти||V-|117|uvěděti|||||||wote|1|||will know, will see|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
старьць||Nb|117|starьkь||starьkъ|starьcь||||masc_o_PV3|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
пити||V-|116|piti|||||pi|pьj|17|1||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|378
свѣтъ#1||Nb|116|světъ|||||||masc_o|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
болии||A-|116|boĺь|boljь||||||adj_soft_comp|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
дрѣво||Nb|116|dervo|||||||nt_S|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
житиѥ||Nb|115|žitьje|||||||nt_jo|2||||||||0||euch||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|490
даръ||Nb|115|darъ|||||||masc_o_u|2||||||||0||euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|510
оумъ||Nb|115|umъ|||||||masc_o|2||||||||0||euch||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|490
