3802,<wb>кьнігъі
546 197,<wb>хлѣ|бі
1387 32,<wb>бѫдѫ|т
366,<wb>онъ
71,<wb>же
41 163 92,<wb>в|ста|въ
141,<wb>рече
2141,<wb>пісано
161,<wb>естъ
62,<wb>не
47,<wb>о
546 205,<wb>хлѣ|бѣ
6671,<wb>едіномъ
1724,<wb>жівъ
362,<wb>бѫдетъ
1300,<wb>члкъ
208,<wb>нъ
39,<wb>і
47,<wb>о
264 391,<wb>вьсѣ|комъ
5441,<wb>глѣ
1817 769,<wb>ісходѧ|штіімъ
1868,<wb>ізъ
1409,<wb>оустъ
776,<wb>бжіі
916,<wb>тогда
3021 16,<wb>поѧтъ|і
2201,<wb>діѣволъ
56,<wb>въ
490,<wb>стъі
698,<wb>градъ
39,<wb>і
1446,<wb>поставі
39,<wb>і
68,<wb>на
6647,<wb>крілѣ
7348 3784 14,<wb>црковь|нѣа|м
39,<wb>і
141,<wb>рече
144,<wb>емоу
201,<wb>аште
423,<wb>снъ
313,<wb>есі
776,<wb>бжіі
7497,<wb>връзі
70,<wb>сѧ
122 1145,<wb>ні|зоу
2141,<wb>пісано
112,<wb>бо
161,<wb>естъ
99,<wb>ѣко
1264 1337,<wb>анг|ломъ
725,<wb>своімъ
694 97,<wb>заповѣ|стъ
47,<wb>о
356,<wb>тебѣ
39,<wb>і
68,<wb>на
1357 76,<wb>рѫка|хъ
853 2039,<wb>възь|мѫтъ
374,<wb>тѧ
105,<wb>да
62,<wb>не
127 43 13 2874,<wb>прѣ|тъ|к|неші
47,<wb>о
1497,<wb>камень
5430,<wb>ногъі
1532,<wb>твоеѧ
141,<wb>рече
144,<wb>емоу
331,<wb>ісъ
404,<wb>пакъі
2141,<wb>пісано
161,<wb>естъ
62,<wb>не
5634 116,<wb>іскоусі|ші
480,<wb>га
422,<wb>ба
524,<wb>своего
404,<wb>пакъі
3021 16,<wb>поѧтъ|і
2201,<wb>діѣволъ
68,<wb>на
1735,<wb>горѫ
7105,<wb>въісокѫ
760,<wb>зѣло
39,<wb>і
1399,<wb>показа
144,<wb>емоу
572,<wb>всѣ
4670,<wb>црствіѣ
4045,<wb>въсего
975,<wb>міра
39,<wb>і
1253,<wb>славѫ
299,<wb>іхъ
39,<wb>і
141,<wb>рече
144,<wb>емоу
1819,<wb>въса
747,<wb>сіі
356,<wb>тебѣ
3361,<wb>дамъ
201,<wb>аште
2618,<wb>падъ
6557,<wb>поклоніші
195,<wb>мі
70,<wb>сѧ
916,<wb>тогда
141,<wb>рече
144,<wb>емоу
331,<wb>ісъ
863 89,<wb>оті|ді
1847 85,<wb>сото|но
2141,<wb>пісано
112,<wb>бо
161,<wb>естъ
1341,<wb>гю
710,<wb>боу
1397,<wb>своемоу
6557,<wb>поклоніші
70,<wb>сѧ
39,<wb>і
650,<wb>томоу
2293,<wb>едіномоу
7763 116,<wb>послоужі|ші
916,<wb>тогда
39,<wb>і
646,<wb>оставі
2201,<wb>діѣволъ
39,<wb>і
121,<wb>се
2558,<wb>прістѫпішѧ
4637,<wb>англі
776,<wb>бжіі
39,<wb>і
7484,<wb>слоужаахѫ
144,<wb>емоу
990,<wb>слъішавъ
331,<wb>ісъ
99,<wb>ѣко
1219,<wb>іоанъ
3270,<wb>прѣданъ
798,<wb>бъіс
1334,<wb>отіде
56,<wb>въ
2767,<wb>галілеѭ
5206,<wb>оставль
5598,<wb>назаретъ
39,<wb>і
872,<wb>прішедъ
5949,<wb>въселі
70,<wb>сѧ
56,<wb>въ
6409 3085,<wb>капер|наоумъ
56,<wb>въ
635 1984,<wb>помо|ріе
56,<wb>въ
2334 3531,<wb>прѣдѣ|лѣхъ
171 180 93 1662,<wb>за|вь|ло|нііхъ
39,<wb>і
62 18 94 74 14 4614,<wb>не|в|та|лі|м|ліхъ
105,<wb>да
4021,<wb>събѫдетъ
70,<wb>сѧ
3075,<wb>реченое
2136 389,<wb>ісаі|емъ
7628,<wb>прркмъ
8034,<wb>глштемъ
1748,<wb>землѣ
171 18 93 102,<wb>за|в|ло|на
39,<wb>і
1748,<wb>землѣ
62 18 94 74 181,<wb>не|в|та|лі|мѣ
5450,<wb>пѫтъ
3107,<wb>морѣ
162,<wb>об
366,<wb>онъ
1736,<wb>полъ
7675,<wb>іордана
938 17,<wb>галіле|а
2867,<wb>ѧзкъ
2190,<wb>людіе
1041 642,<wb>сѣдѧ|штіі
56,<wb>въ
3712,<wb>тьмѣ
1279,<wb>відѣшѧ
4060,<wb>свѣт
2844,<wb>веліі
39,<wb>і
1041 275 642,<wb>сѣдѧ|дѧ|штіі
56,<wb>въ
3972,<wb>странѣ
4060,<wb>свѣт
7374,<wb>въсіѣ
210,<wb>імъ
221,<wb>от
176 104,<wb>то|лѣ
1194,<wb>начѧтъ
331,<wb>ісъ
4154,<wb>проповѣдаті
39,<wb>і
1375,<wb>глаті
543 410,<wb>пока|іте
70,<wb>сѧ
1477,<wb>прібліжі
112,<wb>бо
70,<wb>сѧ
2660,<wb>црство
5929,<wb>нбсное
1553,<wb>ходѧ
331,<wb>ісъ
90,<wb>прі
2705,<wb>морі
1703 492 17 106,<wb>галілеі|стѣ|а|мь
248,<wb>відѣ
971,<wb>дъва
2830,<wb>брата
2918,<wb>сімона
4725,<wb>наріцаемааго
2094,<wb>петра
39,<wb>і
7424 17,<wb>андре|а
2830,<wb>брата
135,<wb>его
4426 737,<wb>въмѣта|ѭшта
3326,<wb>мрѣжѧ
56,<wb>въ
1478,<wb>море
5480,<wb>бѣсте
112,<wb>бо
874 18 218,<wb>ло|в|ца
39,<wb>і
141,<wb>рече
268,<wb>іма
505 4040,<wb>грѧ|дѣта
67,<wb>по
437,<wb>мьнѣ
39,<wb>і
2543,<wb>сътворѭ
237,<wb>въі
874 18 218,<wb>ло|в|ца
4162,<wb>чкомъ
1254,<wb>она
71,<wb>же
600,<wb>абіе
405 3639 158,<wb>оста|влъ|ша
3326,<wb>мрѣжѧ
67,<wb>по
1107,<wb>немъ
4391,<wb>ідете
39,<wb>і
6292,<wb>прѣшедъ
84,<wb>отъ
7945,<wb>тѫдѣ
2855,<wb>оузьрѣ
2005,<wb>іна
971,<wb>дъва
2488,<wb>братра
3234 103,<wb>іако|ва
732,<wb>сна
4513,<wb>зеведеова
39,<wb>і
1443,<wb>іоана
2830,<wb>брата
135,<wb>его
56,<wb>въ
3441,<wb>корабі
75,<wb>съ
3357 1321,<wb>зеведе|омъ
7434,<wb>оцмъ
2080,<wb>ею
171 1016 737,<wb>за|вѧза|ѭшта
3326,<wb>мрѣжѧ
599,<wb>своѧ
39,<wb>і
853 103,<wb>възь|ва
78,<wb>ѣ
1254,<wb>она
600,<wb>абіе
405 3639 158,<wb>оста|влъ|ша
1938,<wb>корабь
39,<wb>і
633,<wb>оца
524,<wb>своего
67,<wb>по
590,<wb>немь
4391,<wb>ідете
39,<wb>і
4881,<wb>прохождааше
321 3,<wb>въс|ѭ
2767,<wb>галілеѭ
331,<wb>ісъ
1408,<wb>оучѧ
68,<wb>на
190 1796 1592 9,<wb>сь|нъмі|шіі|х
39,<wb>і
3199,<wb>проповѣдаѧ
2897 4061,<wb>ев|гліе
476 6275,<wb>цр|ствію
39,<wb>і
2572 24,<wb>іцѣлѣ|ѧ
6288,<wb>въсѣкъ
1260 1055,<wb>недѫ|гь
39,<wb>і
572 326,<wb>всѣ|кѫ
6548,<wb>ѧзѫ
56,<wb>въ
3565,<wb>людехъ
56,<wb>въ
1465,<wb>слѣдъ
566,<wb>іса
674,<wb>ідѫ
1362,<wb>народі
899,<wb>мнозі
221,<wb>от
3050,<wb>галілеѧ
39,<wb>і
8037 169 104,<wb>дека|по|лѣ
39,<wb>і
221,<wb>от
7113,<wb>іерлма
39,<wb>і
4895,<wb>іюдеѧ
75,<wb>съ
3254,<wb>оного
1550,<wb>полоу
2480 6248,<wb>іер|дана
41,<wb>в
628 34,<wb>слѣ|д
566,<wb>іса
674,<wb>ідѫ
41,<wb>в
628 34,<wb>слѣ|д
566,<wb>іса
674,<wb>ідѫ
41,<wb>в
1465,<wb>слѣдъ
566,<wb>іса
674,<wb>ідѫ
385 34,<wb>наро|д
39,<wb>і
5089,<wb>оузьрѣвъ
71,<wb>же
2455,<wb>народъі
4540,<wb>възіде
68,<wb>на
1735,<wb>горѫ
39,<wb>і
99,<wb>ѣко
3240,<wb>сѣде
2558,<wb>прістѫпішѧ
468,<wb>кь
398,<wb>немоу
559,<wb>оученіці
135,<wb>его
39,<wb>і
1150 312,<wb>отвръ|зь
1106,<wb>оуста
1596,<wb>своѣ
3031,<wb>оучааше
225,<wb>ѧ
441,<wb>глѧ
1888,<wb>блажені
122 166,<wb>ні|шті
2864,<wb>дхмъ
99,<wb>ѣко
330 9,<wb>тѣ|х
161,<wb>естъ
2660,<wb>црство
5052 465,<wb>нбсъ|ное
1888,<wb>блажені
627 380 642,<wb>пла|чѧ|штіі
70,<wb>сѧ
99,<wb>ѣко
323,<wb>ті
2053 2684,<wb>оутѣ|шѧтъ
70,<wb>сѧ
1888,<wb>блажені
888 32 3524,<wb>кро|т|ціі
99,<wb>ѣко
323,<wb>ті
2576 275 32,<wb>наслѣ|дѧ|т
1403,<wb>землѭ
1888,<wb>блажені
5824 642,<wb>алчѫ|штіі
39,<wb>і
3566 642,<wb>жѧждѫ|штіі
3499,<wb>правъдъі
99,<wb>ѣко
323,<wb>ті
5356,<wb>насъітѧтъ
70,<wb>сѧ
1888,<wb>блажені
1151 1425,<wb>мілості|віі
99,<wb>ѣко
323,<wb>ті
5299 60,<wb>помілова|ні
969,<wb>бѫдѫтъ
1888,<wb>блажені
3112,<wb>чісті
981 26 55,<wb>срд|ц|мъ
99,<wb>ѣко
323,<wb>ті
422,<wb>ба
4184,<wb>оузьрѧтъ
1888,<wb>блажені
190 123 96 1854,<wb>сь|мі|рѣ|ѭштеі
99,<wb>ѣко
323,<wb>ті
3010,<wb>снве
776,<wb>бжіі
2642 326 32,<wb>наре|кѫ|т
70,<wb>сѧ
1888,<wb>блажені
4427 276,<wb>ізгьна|ніі
4215 267,<wb>прав|дъі
368,<wb>раді
99,<wb>ѣко
1383,<wb>тѣхъ
50 69,<wb>е|ст
2660,<wb>црство
5929,<wb>нбсное
1888,<wb>блажені
939,<wb>есте
317,<wb>егда
1880 2222,<wb>поно|сѧтъ
260,<wb>вамъ
4934,<wb>члці
39,<wb>і
4311,<wb>іжденѫтъ
237,<wb>въі
39,<wb>і
2159,<wb>рекѫтъ
6877,<wb>въсь
720 153,<wb>зь|ль
2993,<wb>глъ
68,<wb>на
237,<wb>въі
6765 91,<wb>лъжѧ|ште
364,<wb>мене
368,<wb>раді
3249,<wb>радоуіте
70,<wb>сѧ
39,<wb>і
1268 1476,<wb>весе|літе
99,<wb>ѣко
3923 86,<wb>мьз|да
1615,<wb>ваша
1022,<wb>многа
161,<wb>естъ
68,<wb>на
6089,<wb>нбсехъ
237,<wb>въі
939,<wb>есте
957,<wb>свѣтъ
960 88,<wb>въсе|моу
1829,<wb>міроу
62,<wb>не
819,<wb>можетъ
698,<wb>градъ
7130 52,<wb>оукръі|ті
70,<wb>сѧ
3573,<wb>връхоу
1792,<wb>горъі
1050,<wb>стоѧ
237,<wb>въі
939,<wb>есте
4060,<wb>свѣт
237,<wb>въі
939,<wb>есте
4060,<wb>свѣт
237,<wb>въі
939,<wb>есте
4060,<wb>свѣт
237,<wb>въі
6821 32,<wb>есвѣ|т
122,<wb>ні
56 278 5638,<wb>въ|жа|гаѭтъ
7051,<wb>свѣтільніка
39,<wb>і
1774 597 304,<wb>поста|влѣ|ѭтъ
826,<wb>подъ
6996 868,<wb>спѫ|домъ
208,<wb>нъ
68,<wb>на
469 383 3522,<wb>свѣ|шть|ніцѣ
39,<wb>і
1599 43,<wb>свѣті|тъ
877,<wb>вьсѣмъ
227,<wb>іже
56,<wb>въ
6323,<wb>храмінѣ
419,<wb>сѫтъ
311,<wb>тако
105,<wb>да
2735 1990,<wb>просвѣ|тітъ
70,<wb>сѧ
957,<wb>свѣтъ
1870,<wb>вашъ
396,<wb>прѣдъ
4129,<wb>члкъі
105,<wb>да
4184,<wb>оузьрѧтъ
1615,<wb>ваша
1730 33,<wb>добра|ѣ
596,<wb>дѣла
39,<wb>і
7927,<wb>прославѧтъ
633,<wb>оца
1762,<wb>вашего
227,<wb>іже
161,<wb>естъ
68,<wb>на
6089,<wb>нбсехъ
62,<wb>не
4677,<wb>мьніте
99,<wb>ѣко
1743,<wb>прідъ
4859,<wb>разорітъ
2329,<wb>закона
178,<wb>лі
4644,<wb>прркъ
62,<wb>не
1743,<wb>прідъ
4859,<wb>разорітъ
208,<wb>нъ
5131,<wb>ісплънітъ
2099,<wb>амінъ
284,<wb>глѭ
260,<wb>вамъ
3180,<wb>доідеже
4942,<wb>прѣідетъ
2140,<wb>нбо
39,<wb>і
1748,<wb>землѣ
2264 282,<wb>піс|мѧ
814,<wb>едіно
178,<wb>лі
2280,<wb>едіна
1849 94,<wb>чръ|та
62,<wb>не
4942,<wb>прѣідетъ
84,<wb>отъ
2329,<wb>закона
3180,<wb>доідеже
264,<wb>вьсѣ
969,<wb>бѫдѫтъ
227,<wb>іже
112,<wb>бо
4859,<wb>разорітъ
1986,<wb>едінѫ
1326 16,<wb>заповѣді|і
745,<wb>сіхъ
2351 193,<wb>малъі|іхъ
39,<wb>і
5748,<wb>наоучітъ
311,<wb>тако
4129,<wb>члкъі
318 1640,<wb>мь|неі
3380,<wb>наречетъ
70,<wb>сѧ
56,<wb>въ
476 2392,<wb>цр|ствѣ
582 349 1853,<wb>нб|сь|нѣмъ
77,<wb>а
227,<wb>іже
5131,<wb>ісплънітъ
39,<wb>і
5748,<wb>наоучітъ
190,<wb>сь
4143,<wb>велеі
3380,<wb>наречетъ
70,<wb>сѧ
56,<wb>въ
476 2392,<wb>цр|ствѣ
1525 1853,<wb>нбс|нѣмъ
41,<wb>в
8017,<wb>црстві
582 14,<wb>нб|м
56,<wb>въ
476 2392,<wb>цр|ствѣ
1525 1853,<wb>нбс|нѣмъ
1988 2067,<wb>просѧ|штоумоу
73,<wb>оу
614,<wb>тебе
105 16,<wb>да|і
39,<wb>і
919 1154,<wb>хотѧ|штааго
171 686,<wb>за|ѧті
62,<wb>не
5254,<wb>отъвраті
2680,<wb>слъішасте
99,<wb>ѣко
4202,<wb>речено
161,<wb>естъ
2253,<wb>възлюбі
107 13 2148,<wb>іс|к|нѣаго
524,<wb>своего
39,<wb>і
3236 89,<wb>възненаві|ді
4699,<wb>врага
524,<wb>своего
695,<wb>азь
71,<wb>же
284,<wb>глѭ
2913,<wb>вамь
2635,<wb>любіте
2235,<wb>врагъі
2429,<wb>вашѧ
1036 54,<wb>бл|те
7929 672,<wb>клънѫ|штѧѧ
237,<wb>въі
640,<wb>добро
1451,<wb>творіте
2375 769,<wb>ненавідѧ|штіімъ
2668,<wb>вась
39,<wb>і
2537,<wb>моліте
171,<wb>за
803 361,<wb>творѧ|штѧ
260,<wb>вамъ
5561,<wb>напасть
39,<wb>і
4580 672,<wb>ізгонѧ|штѧѧ
237,<wb>въі
105,<wb>да
1215,<wb>бѫдете
3010,<wb>снве
633,<wb>оца
1762,<wb>вашего
227,<wb>іже
161,<wb>естъ
68,<wb>на
45 23 675,<wb>н|с|хь
308,<wb>ѣкоже
39,<wb>і
1320 5937,<wb>слъ|нце
357,<wb>свое
4376 255,<wb>сіѣ|етъ
68,<wb>на
6003 24,<wb>зьлъі|ѧ
39,<wb>і
68,<wb>на
1521 24,<wb>благъі|ѧ
39,<wb>і
271 15 514,<wb>дь|ж|дітъ
68,<wb>на
2112 471,<wb>праведъ|нъіѧ
39,<wb>і
68,<wb>на
6390 471,<wb>неправедъ|нъіѧ
39,<wb>і
201,<wb>аште
2635,<wb>любіте
6068,<wb>любѧштѧѧ
237,<wb>въі
3403,<wb>кѫѭ
4209,<wb>мъздѫ
1048,<wb>імате
62,<wb>не
39,<wb>і
3873,<wb>мъітарі
178,<wb>лі
2636,<wb>тожде
1618,<wb>творѧтъ
39,<wb>і
201,<wb>аште
7928 661,<wb>цѣлоу|ете
901,<wb>дроугъі
2429,<wb>вашѧ
4150,<wb>тькмо
394,<wb>что
4054,<wb>ліхо
1451,<wb>творіте
62,<wb>не
39,<wb>і
3873,<wb>мъітарі
178,<wb>лі
964,<wb>такожде
1618,<wb>творѧтъ
2679,<wb>бѫдѣте
222,<wb>оубо
237,<wb>въі
3730 60,<wb>съвръше|ні
308,<wb>ѣкоже
39,<wb>і
749,<wb>оць
2685,<wb>вашь
1525 139,<wb>нбс|нъі
6333,<wb>съвръшенъ
161,<wb>естъ
6735,<wb>вънемлѣте
3936 400 375,<wb>мл|стъі|нѧ
2429,<wb>вашѧ
62,<wb>не
1451,<wb>творіте
3707,<wb>прѣд
4129,<wb>члкъі
105,<wb>да
952 123,<wb>віді|мі
1215,<wb>бѫдете
2678,<wb>імі
201,<wb>аште
178,<wb>лі
71,<wb>же
122,<wb>ні
3923 267,<wb>мьз|дъі
62,<wb>не
1048,<wb>імате
84,<wb>отъ
633,<wb>оца
1762,<wb>вашего
227,<wb>іже
161,<wb>естъ
68,<wb>на
1525 9,<wb>нбс|х
317,<wb>егда
222,<wb>оубо
1451,<wb>творіте
5564,<wb>мілостъінѭ
62,<wb>не
7323 316 197 54,<wb>въст|рѫ|бі|те
396,<wb>прѣдъ
1391,<wb>собоѭ
308,<wb>ѣкоже
39,<wb>і
4844,<wb>упокріті
1618,<wb>творѧтъ
56,<wb>въ
4083 805,<wb>сьньмі|штііхъ
105,<wb>да
7927,<wb>прославѧтъ
70,<wb>сѧ
221,<wb>от
109 569,<wb>ч|кь
681,<wb>амін
284,<wb>глѭ
2532,<wb>вам
6395 2039,<wb>въспріі|мѫтъ
4209,<wb>мъздѫ
651,<wb>своѭ
356,<wb>тебѣ
71,<wb>же
803 324,<wb>творѧ|штоу
5564,<wb>мілостъінѭ
105,<wb>да
62,<wb>не
551 255,<wb>чоу|етъ
3003 16 218,<wb>шоу|і|ца
526,<wb>чьто
1057,<wb>творітъ
3325,<wb>десніца
552,<wb>твоѣ
105,<wb>да
362,<wb>бѫдетъ
3729 60,<wb>мілостъі|ні
552,<wb>твоѣ
56,<wb>въ
3286,<wb>таінѣ
39,<wb>і
749,<wb>оць
462,<wb>твоі
5250,<wb>відѧі
374,<wb>тѧ
56,<wb>въ
3286,<wb>таінѣ
3608,<wb>въздастъ
356,<wb>тебѣ
1869,<wb>ѣвѣ
39,<wb>і
317,<wb>егда
51 7376,<wb>м|ліші
70,<wb>сѧ
62,<wb>не
1021,<wb>бѫді
99,<wb>ѣко
39,<wb>і
5563,<wb>ліцемѣрі
99,<wb>ѣко
323,<wb>ті
6653,<wb>любѧтъ
68,<wb>на
4083 805,<wb>сьньмі|штііхъ
39,<wb>і
56,<wb>въ
2647 28 2957,<wb>сть|г|нахъ
39,<wb>і
68,<wb>на
3632 778 9,<wb>распѫ|тіі|х
6745,<wb>стоѧште
2839,<wb>моліті
70,<wb>сѧ
105,<wb>да
78 712,<wb>ѣ|вѧтъ
70,<wb>сѧ
345 391,<wb>чл|комъ
681,<wb>амін
284,<wb>глѭ
2532,<wb>вам
6395 342 32,<wb>въспріі|мѫ|т
4209,<wb>мъздѫ
651,<wb>своѭ
288,<wb>тъі
71,<wb>же
317,<wb>егда
7451,<wb>моліші
70,<wb>сѧ
891 89,<wb>въні|ді
56,<wb>въ
5249,<wb>клѣть
1071,<wb>твоѭ
39,<wb>і
2997,<wb>затворі
2002,<wb>двьрі
1164,<wb>твоѧ
39,<wb>і
2313,<wb>помолі
70,<wb>сѧ
1813,<wb>оцоу
1431,<wb>твоемоу
56,<wb>въ
3286,<wb>таінѣ
39,<wb>і
749,<wb>оць
462,<wb>твоі
5250,<wb>відѧі
374,<wb>тѧ
56,<wb>въ
3286,<wb>таінѣ
3608,<wb>въздастъ
356,<wb>тебѣ
1869,<wb>ѣвѣ
3936 54,<wb>мл|те
71,<wb>же
70,<wb>сѧ
39,<wb>і
62,<wb>не
4054,<wb>ліхо
6689,<wb>гліте
99,<wb>ѣко
39,<wb>і
691 229 541,<wb>ѧзъі|чь|ніці
7926,<wb>мьнѧтъ
112,<wb>бо
70,<wb>сѧ
99,<wb>ѣко
81,<wb>вь
1613,<wb>мнозѣ
130 276,<wb>гла|ніі
2245,<wb>своемъ
1148 60,<wb>оуслъіша|ні
1387 32,<wb>бѫдѫ|т
62,<wb>не
6022 54,<wb>подобі|те
70,<wb>сѧ
222,<wb>оубо
210,<wb>імъ
1559,<wb>вѣстъ
112,<wb>бо
749,<wb>оць
152 2,<wb>ва|ш
2657,<wb>іхъже
7283,<wb>трѣбоуете
536,<wb>прѣжде
164 2464,<wb>про|шеніѣ
1762,<wb>вашего
931,<wb>сіце
71,<wb>же
2537,<wb>моліте
70,<wb>сѧ
1466,<wb>оче
1480,<wb>нашъ
227,<wb>іже
313,<wb>есі
68,<wb>на
3728,<wb>нбсі
105,<wb>да
40 1990,<wb>с|тітъ
70,<wb>сѧ
466,<wb>імѧ
347,<wb>твое
105,<wb>да
786,<wb>прідетъ
2660,<wb>црство
347,<wb>твое
105,<wb>да
4651,<wb>бѫдет
3285,<wb>волѣ
552,<wb>твоѣ
99,<wb>ѣко
68,<wb>на
3728,<wb>нбсі
39,<wb>і
68,<wb>на
734,<wb>земі
8038,<wb>хлѣбь
2138,<wb>нашь
68 623 383 139,<wb>на|сѫ|шть|нъі
1844,<wb>даждъ
489,<wb>намъ
713 23,<wb>дьне|с
39,<wb>і
646,<wb>оставі
5075,<wb>нам
1350 253,<wb>длъ|гъі
2208,<wb>нашѧ
99,<wb>ѣко
39,<wb>і
478,<wb>мъі
2437 389,<wb>оставлѣ|емъ
3633 1426,<wb>длъжь|нікомъ
4448,<wb>нашімъ
39,<wb>і
62,<wb>не
4776 89,<wb>вьве|ді
759,<wb>насъ
56,<wb>въ
7699,<wb>іскоушеніе
208,<wb>нъ
1101,<wb>ізбаві
336,<wb>нъі
221,<wb>от
1660 1314,<wb>лѫка|вааго
99,<wb>ѣко
347,<wb>твое
715,<wb>есть
2660,<wb>црство
39,<wb>і
1850,<wb>сіла
39,<wb>і
2538,<wb>слав
41,<wb>в
1161,<wb>вѣкъі
681,<wb>амін
201,<wb>аште
5998 54,<wb>отпоусті|те
4952,<wb>члкмъ
1167 2464,<wb>съгрѣ|шеніѣ
3114,<wb>іх
2873,<wb>отъпоустітъ
39,<wb>і
260,<wb>вамъ
749,<wb>оць
1870,<wb>вашъ
5052 139,<wb>нбсъ|нъі
201,<wb>аште
178,<wb>лі
62,<wb>не
1127 54,<wb>отъпоусті|те
4952,<wb>члкмъ
1167 2914,<wb>съгрѣ|шеніі
299,<wb>іхъ
122,<wb>ні
749,<wb>оць
1870,<wb>вашъ
1525 139,<wb>нбс|нъі
2873,<wb>отъпоустітъ
260,<wb>вамъ
1167 2914,<wb>съгрѣ|шеніі
1472 9,<wb>ваші|х
317,<wb>егда
71,<wb>же
2803 54,<wb>пості|те
70,<wb>сѧ
62,<wb>не
2679,<wb>бѫдѣте
99,<wb>ѣко
73 169 2152 52,<wb>оу|по|кръі|ті
333 670 393,<wb>сѣ|тоу|ѭште
677 3742 470 304,<wb>прос|мра|жда|ѭтъ
112,<wb>бо
1385,<wb>ліца
1596,<wb>своѣ
105,<wb>да
70 610,<wb>сѧ|бѫ
1757 74,<wb>аві|лі
4162,<wb>чкомъ
5928 91,<wb>постѧ|ште
681,<wb>амін
284,<wb>глѭ
2532,<wb>вам
99,<wb>ѣко
6395 2039,<wb>въспріі|мѫтъ
3923 175,<wb>мьз|дѫ
651,<wb>своѭ
288,<wb>тъі
71,<wb>же
5928,<wb>постѧ
70,<wb>сѧ
1378 124,<wb>пома|жі
1512,<wb>главѫ
651,<wb>своѭ
39,<wb>і
822,<wb>ліце
357,<wb>свое
1424 16,<wb>оумъі|і
105,<wb>да
62,<wb>не
1757 116,<wb>аві|ші
70,<wb>сѧ
4952,<wb>члкмъ
5928,<wb>постѧ
208,<wb>нъ
1813,<wb>оцоу
1431,<wb>твоемоу
227,<wb>іже
161,<wb>естъ
56,<wb>въ
3286,<wb>таінѣ
39,<wb>і
749,<wb>оць
462,<wb>твоі
5250,<wb>відѧі
374,<wb>тѧ
56,<wb>въ
3286,<wb>таінѣ
884 214,<wb>възда|сть
356,<wb>тебѣ
3401,<wb>авѣ
62,<wb>не
190 2152 5320,<wb>сь|кръі|ваіте
436,<wb>себѣ
2001 604,<wb>съкрові|штъ
68,<wb>на
734,<wb>земі
773,<wb>ідеже
6364,<wb>чръвь
39,<wb>і
4029,<wb>тьлѣ
617 74 133,<wb>ть|лі|ть
773,<wb>ідеже
7074,<wb>татіе
826 3887 3066,<wb>подъ|копа|ваѭтъ
39,<wb>і
973 175 32,<wb>кра|дѫ|т
1841 5320,<wb>съкръі|ваіте
71,<wb>же
436,<wb>себѣ
3397,<wb>съкровішта
68,<wb>на
3728,<wb>нбсі
773,<wb>ідеже
122,<wb>ні
1849 92,<wb>чръ|въ
122,<wb>ні
4029,<wb>тьлѣ
7922,<wb>тьлітъ
773,<wb>ідеже
7074,<wb>татіе
62,<wb>не
826 3887 3066,<wb>подъ|копа|ваѭтъ
122,<wb>ні
973 491,<wb>кра|дѫтъ
773,<wb>ідеже
112,<wb>бо
161,<wb>естъ
4573,<wb>съкровіште
709,<wb>ваше
390,<wb>тоу
39,<wb>і
3700 292,<wb>срьд|це
709,<wb>ваше
2363 2586,<wb>свѣтіль|нікь
4985,<wb>тѣлоу
161,<wb>естъ
1998,<wb>око
201,<wb>аште
222,<wb>оубо
362,<wb>бѫдетъ
1998,<wb>око
347,<wb>твое
3502,<wb>просто
988,<wb>все
817,<wb>тѣло
347,<wb>твое
3886,<wb>свѣтъло
362,<wb>бѫдетъ
201,<wb>аште
178,<wb>лі
1998,<wb>око
347,<wb>твое
6349,<wb>лѫкаво
362,<wb>бѫдетъ
429,<wb>вьсе
817,<wb>тѣло
347,<wb>твое
2479 85,<wb>тем|но
362,<wb>бѫдетъ
201,<wb>аште
222,<wb>оубо
957,<wb>свѣтъ
227,<wb>іже
56,<wb>въ
356,<wb>тебѣ
2337,<wb>тъма
161,<wb>естъ
176,<wb>то
617 143,<wb>ть|ма
4572,<wb>кольмі
678 512,<wb>ніко|тоже
112,<wb>бо
1074,<wb>рабъ
62,<wb>не
819,<wb>можетъ
3479,<wb>дьвѣма
65 89 4078,<wb>г|ді|нома
5247,<wb>работаті
1626,<wb>любо
940,<wb>едіного
3236 89 32,<wb>възненаві|ді|т
77,<wb>а
1096 213,<wb>дроуга|аго
2110 873,<wb>възлю|бітъ
178,<wb>лі
940,<wb>едіного
6391 32,<wb>дръжі|т
70,<wb>сѧ
77,<wb>а
47,<wb>о
5321 17 55,<wb>дроузѣ|а|мъ
62,<wb>не
2111 166,<wb>брѣ|шті
81 229 733,<wb>вь|чь|нетъ
62,<wb>не
2251,<wb>можете
710,<wb>боу
5247,<wb>работаті
39,<wb>і
7347 118,<wb>мамо|нѣ
387,<wb>сего
368,<wb>раді
284,<wb>глѭ
260,<wb>вамъ
62,<wb>не
5560,<wb>пьцѣте
70,<wb>сѧ
3538,<wb>дшеѭ
3538,<wb>дшеѭ
709 3,<wb>ваше|ѭ
526,<wb>чьто
7278,<wb>ѣсте
178,<wb>лі
394,<wb>что
303 661,<wb>пі|ете
122,<wb>ні
3726,<wb>тѣломъ
1472 14,<wb>ваші|м
56,<wb>въ
394,<wb>что
7920,<wb>облѣчете
70,<wb>сѧ
62,<wb>не
1490,<wb>дша
178,<wb>лі
4998,<wb>больші
161,<wb>естъ
5559,<wb>піштѧ
39,<wb>і
817,<wb>тѣло
2043 1916,<wb>оде|ждѧ
