deep_cleaned|pos|morph_tag|word_raw|sentence_id|pres_before|pres_after|text_id|subtitle_id
бо|Df|---------n|бо|5000031|| |10|2
пісано|V-|-suppnn-si|пісано|5000031|| |10|2
естъ|V-|3spia----i|е̄стъ|5000031|| ·|10|2
і|C-|---------n|ӣ|5000032| | |10|2
тъі|Pp|2s---mn--i|тъі|5000032|| |10|2
віѳлееме|V-|-s---mv--i|віѳлее̄ме|5000032|| |10|2
земле|Nb|-s---fg--i|земле|5000032|| |10|2
іюдова|A-|3saia----i|ӣю̄дова|5000032|| · |10|2
нічімъ|V-|1ppma----i|Нічімъ|5000032|| |10|2
же|Df|---------n|же|5000032|| |10|2
меньші|V-|-s---mncwi|меньші|5000032|| |10|2
есі|V-|2spia----i|е̄сі|5000032|| |10|2
вь|R-|---------n|вь|5000032|| |10|2
влдкахъ|Nb|-p---fl--i|в҃лдкахъ|5000032|| |10|2
іюдовахъ|V-|-p---flpsi|ӣю̄довахъ|5000032|| · |10|2
іс|Ne|-s---mn--i|и҅с|5000032|| |10|2
тебе|Pp|2s---mg--i|тебе|5000032|| |10|2
бо|Df|---------n|бо|5000032|| |10|2
ізідетъ|V-|3spia----i|ӣзідетъ|5000032|| |10|2
вождъ|Nb|-s---mn--i|вождъ|5000032|| · |10|2
іже|Pr|-s---mn--i|ꙇ̄же|5000032|| |10|2
оупасетъ|V-|3spia----i|ѹ̄пасетъ|5000032|| |10|2
люді|Nb|-p---ma--i|люді|5000032|| |10|2
своѧ|Pt|3p---ma--i|своѩ̄|5000032|| |10|2
ілѣ|Ne|-s---mg--i|и҃҅лѣ|5000032|| ·|10|2
тогда|Df|---------n|Тогда|5000033| | |10|2
іродъ|Ne|-s---mn--i|ӣродъ|5000033|| |10|2
таі|Df|---------n|таӣ|5000033|| |10|2
прізьвавъ|V-|-supamn-si|призьвавъ|5000033|| |10|2
вльхвъі|Nb|-p---mi--i|вльх̄въи|5000033|| · |10|2
іспъіта|V-|3saia----i|ӣсп҅ъіта|5000033|| |10|2
от|R-|---------n|ѡт|5000033|| |10|2
ніхъ|Pp|3p---ml--i|ніхъ|5000033|| · |10|2
врѣмѧ|Nb|-s---nn--i|врѣмѧ|5000033|| |10|2
ѣвльшѧѧ|A-|-s---fgcwi|ѣ̄вльшѧѩ̄|5000033|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000033|| |10|2
звѣздъі|Nb|-p---fn--i|ѕв̄ѣздъі|5000033|| ·|10|2
і|C-|---------n|Ӣ|5000034| | |10|2
посьлавь|V-|-supamn-si|посьлавь|5000034|| |10|2
ѧ|Pp|3p---ma--i|ѩ̄|5000034|| |10|2
въ|R-|---------n|въ|5000034|| |10|2
віѳлеомъ|Nb|-p---md--i|віѳлео̄мъ|5000034|| · |10|2
рече|V-|3saia----i|рече|5000034|| · |10|2
шедьше|V-|-pupamn-si|шедьше|5000034|| |10|2
іспъітаіте|V-|2ppma----i|ӣспъітаӣте|5000034|| |10|2
ізвѣстъно|A-|-s---nnpsi|ӣзвѣстъно|5000034|| |10|2
о|R-|---------n|о̄|5000034|| |10|2
отрочѧті|Nb|--pna----i|о̄трочѧті|5000034|| · |10|2
і|C-|---------n|ӣ|5000034|| |10|2
егда|Dq|---------n|е̄гд̄а|5000034|| |10|2
обрѧштете|V-|2ppia----i|о̄брѧштете|5000034|| · |10|2
вьзвѣстіте|V-|2ppma----i|вьзвѣстите|5000034|| |10|2
мі|Pp|1s---md--i|мі|5000034|| · |10|2
да|G-|---------n|да|5000034|| |10|2
і|Df|---------n|ӣ|5000034|| |10|2
азь|Pp|1s---mn--i|а̄зь|5000034|| |10|2
шедъ|V-|-supamn-si|шедъ|5000034|| |10|2
поклонѭ|V-|1spia----i|поклонѭ|5000034|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000034|| |10|2
емоу|Pp|3s---md--i|е̄мѹ|5000034|| ·|10|2
оні|Pd|-p---mn--i|О҅ни|5000035| | |10|2
же|Df|---------n|же|5000035|| |10|2
послоушавъше|V-|-pupamn-si|послѹшавъше|5000035|| |10|2
црѣ|Nb|-s---mg--i|ц҃рѣ|5000035|| |10|2
ідѫ|V-|3paia----i|ӣдѫ|5000035|| · |10|2
і|C-|---------n|Ӣ|5000035|| |10|2
се|I-|---------n|се|5000035|| |10|2
звѣзда|Nb|-s---fn--i|ѕвѣзда|5000035|| |10|2
ѭже|Pr|-s---fa--i|ѭ̄же|5000035|| |10|2
відѣшѧ|V-|3paia----i|відѣшѧ|5000035|| |10|2
на|R-|---------n|на|5000035|| |10|2
вьстоцѣ|Nb|-s---ml--i|вьстоцѣ|5000035|| · |10|2
ідѣаше|V-|3siia----i|ӣдѣа̄ше|5000035|| |10|2
прѣдь|R-|---------n|прѣдь|5000035|| |10|2
німі|Pp|3p---mi--i|німі|5000035|| · |10|2
доідеже|G-|---------n|доӣдеже|5000035|| |10|2
прішедші|V-|-supafn-si|прішедші|5000035|| |10|2
ста|V-|3saia----i|ста|5000035|| |10|2
връхоу|R-|---------n|връхѹ|5000035|| · |10|2
ідеже|Dq|---------n|ӣдеже|5000035|| |10|2
бѣ|V-|3siia----i|бѣ|5000035|| |10|2
отрочѧ|Nb|-s---nn--i|о̄трочѧ|5000035|| ·|10|2
відѣвъше|V-|-pupamn-si|Видѣвъше|5000036| | |10|2
же|Df|---------n|же|5000036|| |10|2
звѣздѫ|Nb|-s---fa--i|ѕвѣздѫ|5000036|| · |10|2
въздрадоваше|V-|3siia----i|възд̄радоваше|5000036|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000036|| |10|2
радостіѭ|Nb|-s---fi--i|радостіѭ̆|5000036|| |10|2
радостіѭ|Nb|-s---fi--i|радостіѭ̆|5000036|| |10|2
веліеѭ|A-|-s---fipsi|веліе҅ѭ̄|5000036|| |10|2
зѣло|Df|---------n|ѕѣло|5000036|| ·|10|2
і|C-|---------n|Ӣ|5000037| | |10|2
въшедъше|V-|-pupamn-si|въшедъше|5000037|| |10|2
въ|R-|---------n|въ|5000037|| |10|2
храмінѫ|Nb|-s---fa--i|храмінѫ|5000037|| · |10|2
відѣшѧ|V-|3paia----i|(в)ӣдѣшѧ|5000037|| |10|2
отрочѧ|Nb|-s---na--i|о̄тр̄очѩ|5000037|| |10|2
съ|R-|---------n|съ|5000037|| |10|2
маріеѭ|Ne|-s---fi--i|маріе̄ѭ̆|5000037|| · |10|2
мтріѭ|Nb|-s---fi--i|м҃триѭ|5000037|| |10|2
его|Pp|3s---mg--i|е̄го|5000037|| · |10|2
і|C-|---------n|ӣ|5000037|| |10|2
падъше|V-|-pupamn-si|падъше|5000037|| |10|2
поклонішѧ|V-|3paia----i|поклонішѧ|5000037|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000037|| |10|2
емоу|Pp|3s---md--i|е̄мѹ|5000037|| · |10|2
і|C-|---------n|ӣ|5000037|| |10|2
отвръзьше|V-|-pupamn-si|о̄тв̄ръзьше̄|5000037|| |10|2
съкровішта|Nb|-p---na--i|сък҅ровіща|5000037|| |10|2
своѣ|Pt|3p---na--i|своѣ̄|5000037|| · |10|2
прінѣсѧ|V-|3paia----i|Прінѣсѩ|5000037|| |10|2
емоу|Pp|3s---md--i|е҅мѹ|5000037|| |10|2
даръі|Nb|-p---ma--i|даръи|5000037|| · |10|2
злато|Nb|-s---na--i|злато|5000037|| |10|2
і|C-|---------n|ӣ|5000037|| |10|2
ліванъ|V-|-suppmn-si|ливанъ|5000037|| |10|2
і|C-|---------n|ӣ|5000037|| |10|2
змурнѫ|Nb|-s---fa--i|зм҅ѵрн̄ѫ|5000037|| ·|10|2
і|C-|---------n|ӣ|5000038| | |10|2
отъвѣтъ|Nb|-s---ma--i|о̄тъвѣтъ|5000038|| |10|2
пріемъше|V-|-pupamn-si|пріе̄мъше|5000038|| |10|2
въ|R-|---------n|въ|5000038|| |10|2
сьнѣ|Nb|-s---ml--i|сьнѣ|5000038|| · |10|2
не|Df|---------n|не|5000038|| |10|2
възвратішѧ|V-|3paia----i|възвратішѧ|5000038|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000038|| |10|2
кь|R-|---------n|кь|5000038|| |10|2
іродоу|Ne|-s---md--i|ӣродѹ|5000038|| · |10|2
нъ|C-|---------n|Нъ|5000038|| |10|2
інѣмъ|Px|-p---md--i|и҅нѣмъ|5000038|| |10|2
пѫтемъ|Nb|-p---md--i|пѫтемъ|5000038|| · |10|2
отідѫ|V-|3paia----i|о̄̄ті̄д̄ѫ|5000038|| |10|2
въ|R-|---------n|въ|5000038|| |10|2
странѫ|Nb|-s---fa--i|стр̄анѫ|5000038|| |10|2
своѭ|Pt|3s---fa--i|своѭ̄|5000038|| ⁛ ·· —|10|2
ошедъшемъ|V-|-pupamd-si|О҅шедъшемъ|5000039| | |10|2
влъхвомъ|Nb|-p---md--i|влъ҅хво̄мъ|5000039|| · |10|2
се|I-|---------n|Се|5000039|| |10|2
англъ|Nb|-s---mn--i|а҃̄нꙉлъ|5000039|| |10|2
гнь|A-|-s---mnpsi|г҃нь|5000039|| |10|2
ѣві|V-|3saia----i|ѣ̄ви|5000039|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000039|| |10|2
въ|R-|---------n|въ|5000039|| |10|2
сънѣ|Nb|-s---ml--i|сънѣ|5000039|| · |10|2
іосіфоу|Ne|-s---md--i|ӣо̄сӣфѹ|5000039|| |10|2
глѧ|V-|-sppamn-si|г҃лѧ|5000039|| · |10|2
въставъ|V-|-supamn-si|въставъ|5000039|| |10|2
поімі|V-|2spma----i|поӣми|5000039|| |10|2
отрочѧ|Nb|-s---na--i|о̄трочѧ|5000039|| |10|2
і|C-|---------n|ӣ|5000039|| |10|2
мтрь|Nb|-s---fa--i|м҃трь|5000039|| |10|2
его|Pp|3s---mg--i|е̄го|5000039|| · |10|2
і|C-|---------n|Ӣ|5000039|| |10|2
бѣжі|V-|2spma----i|бѣжи|5000039|| |10|2
въ|R-|---------n|въ|5000039|| |10|2
егупетъ|Nb|-s---mn--i|е̄ꙉѵ̄пе̄тъ|5000039|| · |10|2
і|C-|---------n|Ӣ|5000039|| |10|2
бѫді|V-|3spma----i|бѫди|5000039|| |10|2
тоу|Df|---------n|тѹ|5000039|| |10|2
доідеже|G-|---------n|доӣде̄же|5000039|| |10|2
рекѫ|V-|1spia----i|рекѫ|5000039|| |10|2
ті|Pp|2s---md--i|ті|5000039|| · |10|2
хоштетъ|V-|3spia----i|Хощетъ|5000039|| |10|2
бо|Df|---------n|бо|5000039|| |10|2
іродъ|Ne|-s---mn--i|ӣродъ|5000039|| |10|2
іскаті|V-|--pna----i|ӣск̄аті|5000039|| |10|2
отрочѧте|Nb|-s---ng--i|о̄трочѩте|5000039|| · |10|2
да|G-|---------n|да|5000039|| |10|2
погоубітъ|V-|3spia----i|погѹбітъ|5000039|| |10|2
е|Pp|---------n|е̄|5000039|| ·|10|2
ошедъшем|V-|-supamd-si|О̄шедъшем|5000040| | ⁛ —|10|2
онъ|Pd|-s---mn--i|О̄нъ|5000041| | |10|2
же|Df|---------n|же|5000041|| |10|2
въставъ|V-|-supamn-si|въставъ|5000041|| |10|2
поѧтъ|V-|3saia----i|поѩтъ|5000041|| |10|2
отрочѧ|Nb|-s---na--i|о̄трочѧ|5000041|| |10|2
і|C-|---------n|и|5000041|| |10|2
мтръ|V-|-s---ma--i|мтръ|5000041|| |10|2
его|Pp|3s---mg--i|е̄го|5000041|| |10|2
ноштіѭ|Nb|-s---fi--i|нощиѭ̄|5000041|| · |10|2
і|C-|---------n|ӣ|5000041|| |10|2
отіде|V-|3saia----i|о̄тіде|5000041|| |10|2
въ|R-|---------n|въ|5000041|| |10|2
егупетъ|Nb|-s---mn--i|е̄ꙉѵпетъ|5000041|| ·|10|2
і|C-|---------n|й|5000042| | |10|2
бѣ|V-|3siia----i|бѣ|5000042|| |10|2
тоу|Df|---------n|тѹ|5000042|| |10|2
до|R-|---------n|до|5000042|| |10|2
оумрътвіѣ|Nb|-s---ng--i|ѹм̄р̄ъ̄тв̄иѣ̄|5000042|| |10|2
іродова|A-|-s---ngpsi|ӣродова|5000042|| · |10|2
да|G-|---------n|Да|5000042|| |10|2
събѫдетъ|V-|3spia----i|събѫдетъ|5000042|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000042|| |10|2
реченое|V-|-suppnn-wi|реченое̄|5000042|| |10|2
от|R-|---------n|от|5000042|| |10|2
га|Nb|-s---mg--i|г҃а|5000042|| |10|2
прркмъ|Nb|-p---md--i|п҃рркмъ|5000042|| |10|2
глштемъ|V-|-pppamd-si|г҃лщемъ|5000042|| · |10|2
от|R-|---------n|Ѡт|5000042|| |10|2
егупта|Ne|-s---mg--i|е̄ꙉѵпт̄а|5000042|| |10|2
възъвахъ|V-|1saia----i|възъвахъ|5000042|| |10|2
снъ|Nb|-s---mn--i|с҃нъ|5000042|| |10|2
моі|Ps|1s---mn--i|моӣ|5000042|| ·|10|2
тогда|Df|---------n|Тогда|5000043| | |10|2
іродъ|Ne|-s---mn--i|и҅родъ|5000043|| |10|2
відѣвъ|V-|-supamn-si|відѣвъ|5000043|| |10|2
ѣко|G-|---------n|ѣ̄ко|5000043|| |10|2
порѫганъ|V-|-suppmn-si|порѫганъ|5000043|| |10|2
бъіс|V-|3saia----i|бъис|5000043|| |10|2
отъ|R-|---------n|о̄тъ|5000043|| |10|2
влъхвъ|Nb|-s---mn--i|влъ̄хвъ|5000043|| · |10|2
ізбі|V-|3saia----i|Ӣзби|5000043|| |10|2
всѧ|Px|-p---ma--i|вс̄ѧ|5000043|| |10|2
отрокъі|Nb|-p---ma--i|о̄трокъи|5000043|| |10|2
сѫштѧѧ|V-|-pppama-wi|сѫщѧѩ̄|5000043|| |10|2
въ|R-|---------n|въ|5000043|| |10|2
віѳлеемі|Ne|-s---fl--i|виѳлее҅м̄и|5000043|| · |10|2
і|C-|---------n|ӣ|5000043|| |10|2
въ|R-|---------n|въ|5000043|| |10|2
всѣхъ|Px|-p---nl--i|вс҅ѣхъ|5000043|| |10|2
прѣдѣлѣхъ|Nb|-p---nl--i|прѣдѣлѣхъ|5000043|| |10|2
еѧ|Pp|3s---fg--i|е҅̄ѩ|5000043||҅ · |10|2
отъ|R-|---------n|ѡ̄̄тъ|5000043|| |10|2
двою|Ma|-d---ng--i|дво̄ю̄|5000043|| |10|2
лѣтоу|Nb|-d---ng--i|лѣтѹ|5000043|| |10|2
і|C-|---------n|ӣ|5000043|| |10|2
ніже|Df|-------c-i|ниже|5000043|| · |10|2
по|R-|---------n|по|5000043|| |10|2
лѣтоу|Nb|-s---nd--i|лѣтѹ|5000043|| |10|2
еже|Pr|-s---na--i|е̄же|5000043|| |10|2
іспъіта|V-|3saia----i|ӣ̄спъита|5000043|| |10|2
отъ|R-|---------n|о҅тъ|5000043|| |10|2
влъхвъ|Nb|-s---mn--i|вл̄ъ̄хв̄ъ|5000043|| ·|10|2
тогда|Df|---------n|Тогд҅а|5000044| | |10|2
събъіс|Ne|-s---mn--i|събъис|5000044|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000044|| |10|2
реченое|V-|-suppnn-wi|реченое̄|5000044|| · |10|2
іереміемь|Ne|-s---mi--i|ӣе̄ремие̄мь|5000044|| |10|2
прркмъ|Nb|-s---mi--i|п҃рркмъ|5000044|| |10|2
глштемъ|V-|-sppami-si|г҃лщемъ|5000044|||10|2
глас|Nb|-s---mn--i|Глас|5000045| | |10|2
въ|R-|---------n|въ|5000045|| |10|2
рамѣ|Nb|3saia----i|рамѣ|5000045|| |10|2
слъішанъ|V-|-suppmn-si|слъишанъ|5000045|| |10|2
бъіс|V-|3saia----i|бъіс|5000045|| · |10|2
плачь|Nb|-s---mn--i|Плачь|5000045|| |10|2
і|C-|---------n|ӣ|5000045|| |10|2
ръіданіе|Nb|-s---na--i|ръидание̄|5000045|| |10|2
і|C-|---------n|ӣ|5000045|| |10|2
въпль|Nb|-s---mn--i|въпль|5000045|| |10|2
многь|A-|-s---nnpsi|мн̄огь|5000045|| · |10|2
рахіль|Ne|-s---fn--i|Рахиль|5000045|| |10|2
плачѫшті|V-|-sppafn-si|плачѫщи|5000045|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000045|| |10|2
чѧдъ|Nb|-p---ng--i|чѩдъ|5000045|| |10|2
своіхъ|Pt|3p---ng--i|своӣхъ|5000045|| · |10|2
і|C-|---------n|ӣ|5000045|| |10|2
не|Df|---------n|не|5000045|| |10|2
хотѣаше|V-|3siia----i|хотѣа̄ше̄|5000045|| |10|2
оутѣшіті|V-|--pna----i|ѹ̄тѣшіті|5000045|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000045|| |10|2
ѣко|G-|---------n|ѣ̄ко|5000045|| |10|2
не|Df|---------n|не|5000045|| |10|2
сѫтъ|V-|3ppia----i|сѫтъ|5000045|| ·|10|2
оумершоу|V-|-supamd-si|Ѹ̄мерш҅ѹ|5000046| | |10|2
же|Df|---------n|же|5000046|| |10|2
іродоу|Ne|-s---md--i|ӣродѹ|5000046|| · |10|2
се|I-|-s---nn--i|се|5000046|| |10|2
англъ|Nb|-s---mn--i|а҃̄нꙉлъ|5000046|| |10|2
гнъ|A-|-s---mnpsi|г҃нъ|5000046|| |10|2
въ|R-|---------n|въ|5000046|| |10|2
сьнѣ|Nb|-s---ml--i|сьнѣ|5000046|| |10|2
ѣві|V-|3saia----i|ѣ҅ви|5000046|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000046|| |10|2
іосіфоу|Ne|-s---md--i|ӣосифѹ|5000046|| |10|2
въ|R-|---------n|въ|5000046|| |10|2
егуптѣ|Ne|-s---ml--i|е̄ꙉ̄ѵпт̄ѣ|5000046|||10|2
глѧ|V-|-sppamn-si|г҃лѧ|5000047| | · |10|2
въставъ|V-|-supamn-si|Въставъ|5000047|| |10|2
поімі|V-|2spma----i|поӣми|5000047|| |10|2
отрочѧ|Nb|-s---na--i|о̄трочѧ|5000047|| |10|2
і|C-|---------n|ӣ|5000047|| |10|2
мрь|Nb|-s---fa--i|м҃рь|5000047|| |10|2
его|Pp|3s---mg--i|е̄го|5000047|| · |10|2
і|C-|---------n|ӣ̄|5000047|| |10|2
іді|V-|2spma----i|ӣди|5000047|| |10|2
въ|R-|---------n|въ|5000047|| |10|2
землѭ|Nb|-s---fa--i|землѭ|5000047|| |10|2
ізлвѫ|Nb|-s---fa--i|и҃̄злвѫ|5000047|| : |10|2
ізмрѣшѧ|V-|3paia----i|Ӣзм҅рѣшѧ|5000047|| |10|2
бо|Df|---------n|бо|5000047|| |10|2
іскѫштіі|V-|-pppamn-wi|ӣскѫщиӣ|5000047|| |10|2
дшѧ|Nb|-s---fg--i|д҃шѧ|5000047|| |10|2
отрочѧте|Nb|-s---ng--i|о̄̄трочѧте|5000047|| ·|10|2
онъ|Pd|-s---mn--i|о̄нъ|5000048| | |10|2
же|Df|---------n|же|5000048|| |10|2
въставъ|V-|-supamn-si|въставъ|5000048|| |10|2
поѧтъ|V-|3saia----i|поѩ҅тъ|5000048|| |10|2
отрочѧ|Nb|-s---na--i|о̄трочѧ|5000048|| |10|2
і|C-|---------n|и҅̄|5000048|| |10|2
мтръ|Nb|-s---ma--i|м҃тръ|5000048|| |10|2
его|Pp|3s---mg--i|е҅го|5000048|| · |10|2
і|C-|---------n|ӣ|5000048|| |10|2
въніде|V-|3saia----i|въниде|5000048|| |10|2
въ|R-|---------n|въ|5000048|| |10|2
землѭ|Nb|-s---fa--i|землѭ|5000048|| |10|2
ізлевѫ|A-|-s---fapsi|и҃҅злевѫ|5000048|| ·|10|2
слъішавъ|V-|-supamn-si|Слъишавъ|5000049| | |10|2
же|Df|---------n|же|5000049|| · |10|2
ѣко|G-|---------n|Ѣ̄ко|5000049|| |10|2
архілаі|V-|-s---mn--i|а̄р҅хилаӣ|5000049|| |10|2
црствоуетъ|V-|3spia----i|ц҃рствѹе̄тъ|5000049|| |10|2
въ|R-|---------n|въ|5000049|| |10|2
іюдеі|Nb|-p---mn--i|ӣю̄деӣ|5000049|| · |10|2
въ|R-|---------n|въ|5000049|| |10|2
ірода|Ne|-s---mg--i|ӣрода|5000049|| |10|2
мѣсто|Nb|-s---na--i|мѣсто|5000049|| |10|2
оца|Nb|-s---mg--i|о҃̄ца|5000049|| |10|2
своего|Pt|3s---og--i|свое̄го|5000049|| · |10|2
оубоѣ|V-|3saia----i|Ѹ҅боѣ|5000049||҅ |10|2
сѧ|Pk|3s---qa--i|сѧ|5000049|| |10|2
тамо|Df|---------n|тамо|5000049|| |10|2
іті|V-|--pna----i|ӣті|5000049|| · |10|2
вѣсть|Nb|-s---fa--i|Вѣсть|5000049|| |10|2
же|Df|---------n|же|5000049|| |10|2
пріемъ|V-|-supamn-si|пріе̄мъ|5000049|| |10|2
въ|R-|---------n|въ|5000049|| |10|2
сънѣ|Nb|-s---ml--i|сънѣ|5000049|| |10|2
отіде|V-|3saia----i|о̄̄тіде|5000049|| |10|2
въ|R-|---------n|въ|5000049|| |10|2
странѫ|Nb|-s---fa--i|странѫ|5000049|| |10|2
галілеіскѫ|A-|-s---fapsi|галилеӣск̄ѫ|5000049|| ·|10|2
і|C-|---------n|Ӣ|5000050| | |10|2
прішедъ|V-|-supamn-si|прішедъ|5000050|| |10|2
въселі|V-|3saia----i|въсели|5000050|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000050|| |10|2
въ|R-|---------n|въ|5000050|| |10|2
градъ|Nb|-s---ma--i|градъ|5000050|| |10|2
наріцаемъі|V-|-spppma-wi|нарицае̄мъи|5000050|| |10|2
назаретъ|Ne|-s---ma--i|назаретъ|5000050|| · |10|2
да|G-|---------n|Да|5000050|| |10|2
събѫдетъ|V-|3spia----i|събѫдетъ|5000050|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000050|| |10|2
реченое|V-|-suppnn-wi|реченое̄|5000050|| |10|2
прркмъ|Nb|-s---mi--i|п҃рркмъ|5000050|| · |10|2
ѣко|G-|---------n|Ѣ̄̄ко|5000050|| |10|2
назареі|V-|-supamn-wi|назареӣ|5000050|| |10|2
наречетъ|V-|3spia----i|наречетъ|5000050|| |10|2
сѧ|Pk|3s---qa--i|сѧ|5000050|| ⁛ · —|10|2
пріде|V-|3saia----i|приде|5000051| | |10|3
іоанъ|Ne|-s---mn--i|ӣо̄анъ|5000051|| |10|3
крстль|Nb|-s---mn--i|к҃рстль|5000051|| · |10|3
проповѣдаѧ|V-|-sppamn-si|проповѣдаѩ|5000051|| |10|3
въ|R-|---------n|въ|5000051|| |10|3
поустъіні|Nb|-s---fl--i|пѹстъини|5000051|| |10|3
іерданстѣі|A-|-s---flpwi|ӣе̄рд̄анс҅тѣ̄ӣ|5000051|| ·|10|3
глѧ|V-|-sppamn-si|г҃лѧ|5000052| | · |10|3
покаіте|V-|2ppma----i|Покаӣте|5000052|| |10|3
сѧ|Pk|3s---qa--i|сѧ|5000052|| · |10|3
прібліжі|V-|3saia----i|пріближи|5000052|| |10|3
бо|Df|---------n|бо|5000052|| |10|3
сѧ|Pk|3s---qa--i|сѧ|5000052|| |10|3
црство|Nb|-s---nn--i|ц҃рство|5000052|| |10|3
нбесьное|A-|-s---nnpwi|н҃бесьное̄|5000052|| ·|10|3
сь|Pd|---------n|сь|5000053| | |10|3
бо|Df|---------n|бо|5000053|| |10|3
естъ|V-|3spia----i|е̄стъ|5000053|| |10|3
реченъіі|V-|-suppmn-wi|реченъиӣ|5000053|| · |10|3
ісаіемъ|Nb|-s---mi--i|ӣсаӣе̄мъ|5000053|| |10|3
прркмъ|Nb|-s---mi--i|прркмъ|5000053|| |10|3
глштемъ|V-|-sppami-si|г҃лщемъ|5000053|| · |10|3
глас|Nb|-s---mn--i|Глас|5000053|| |10|3
въпіѭштааго|V-|-sppamg-wi|въпіѭ̄щаа̄го|5000053|| |10|3
въ|R-|---------n|въ|5000053|| |10|3
поустъіні|Nb|-s---fl--i|пѹстъини|5000053|| · |10|3
оуготоваіте|V-|2ppma----i|ѹ̄готоваӣте|5000053|| |10|3
пѫть|Nb|-s---ma--i|пѫть|5000053|| |10|3
гнь|A-|-s---mapsi|г҃нь|5000053|| · |10|3
правъі|A-|-p---papsi|правъи|5000053|| |10|3
творіте|V-|2ppma----i|творите|5000053|| |10|3
стьзѧ|Nb|-p---fa--i|стьѕѧ|5000053|| |10|3
его|Pp|3s---mg--i|е̄го|5000053|| ·|10|3
самже|V-|-s---mi--i|Самж̄̄е|5000054| | |10|3
іоанъ|Ne|-s---mn--i|ӣо̄а̄нъ|5000054|| |10|3
імѣаше|V-|3siia----i|ӣмѣа̄ше|5000054|| |10|3
різѫ|Nb|-s---fa--i|ризѫ|5000054|| |10|3
своѭ|Pt|3s---fa--i|своѭ̄|5000054|| · |10|3
от|R-|---------n|ѡт|5000054|| |10|3
власъ|Nb|-s---mn--i|власъ|5000054|| |10|3
вельбѫждъ|V-|-s---mnpsi|вельбѫждъ|5000054|| · |10|3
і|C-|---------n|ӣ|5000054|| |10|3
поѣсъ|Nb|-s---mn--i|поѣсъ|5000054|| |10|3
оусніѣнъ|A-|-s---mnpsi|ѹ̄сн҅иѣ̄нъ|5000054|| |10|3
о|R-|---------n|о̄|5000054|| |10|3
чрѣслѣхъ|Nb|-p---nl--i|чрѣслѣ̄хъ|5000054|| |10|3
своіхъ|Pt|3p---nl--i|своӣхъ|5000054|| · |10|3
ѣдь|Nb|-s---fa--i|ѣ̄дь|5000054|| |10|3
же|Df|---------n|же|5000054|| |10|3
его|Pp|3s---mg--i|е̄го|5000054|| |10|3
бѣ|V-|3siia----i|бѣ|5000054|| |10|3
акріді|Nb|-p---fn--i|а̄кріді|5000054|| |10|3
і|C-|---------n|ӣ|5000054|| |10|3
медъ|Nb|-s---mn--i|медъ|5000054|| |10|3
дівіі|A-|-s---mnpwi|ді̄в̄іӣ|5000054|| ·|10|3
тогда|Df|---------n|Тогда|5000055| | |10|3
ісхождааше|V-|3siia----i|ӣсхождаа̄ше|5000055|| |10|3
кь|R-|---------n|кь|5000055|| |10|3
немоу|Pp|3s---md--i|немѹ|5000055|| |10|3
весь|Px|-s---ma--i|весь|5000055|| |10|3
іерлмъ|Ne|-s---ma--i|ӣе̄рлмъ|5000055|| · |10|3
і|C-|---------n|ӣ|5000055|| |10|3
